,yr,mo,date,st,mag,slat,slon
57804,2015,7,2015-07-18,MN,0,45.1,-93.12
57805,2015,7,2015-07-18,WI,1,44.71,-92.02
57806,2015,7,2015-07-18,MN,0,44.24,-92.09
57807,2015,7,2015-07-18,IL,0,42.45,-88.6
57808,2015,7,2015-07-18,IL,0,42.46,-88.48
57809,2015,7,2015-07-18,WI,1,42.71,-88.81
57810,2015,7,2015-07-19,CA,0,34.3,-116.4
57811,2015,7,2015-07-20,CA,0,39.94,-120.02
57812,2015,7,2015-07-21,CO,1,39.27,-105.11
57813,2015,7,2015-07-23,NE,0,41.91,-100.61
57814,2015,7,2015-07-23,SD,1,44.2,-98.22
57815,2015,7,2015-07-23,SD,0,44.05,-97.84
57816,2015,7,2015-07-23,SD,0,44.04,-97.7
57817,2015,7,2015-07-23,ND,1,47.83,-98.44
57818,2015,7,2015-07-23,SD,0,44.04,-97.63
57819,2015,7,2015-07-23,ND,1,47.62,-97.28
57820,2015,7,2015-07-23,MN,1,47.47,-96.23
57821,2015,7,2015-07-24,MN,0,43.89,-94.69
57822,2015,7,2015-07-25,SD,0,45.77,-99.01
57823,2015,7,2015-07-25,SD,0,45.74,-99.0
57824,2015,7,2015-07-26,ND,0,48.21,-102.97
57825,2015,7,2015-07-26,NM,0,33.36,-105.77
57826,2015,7,2015-07-26,NE,0,42.92,-100.39
57827,2015,7,2015-07-26,NE,0,42.47,-99.74
57828,2015,7,2015-07-30,NH,0,43.29,-71.83
57829,2015,7,2015-07-31,AZ,0,32.86,-109.71
57830,2015,8,2015-08-02,NE,0,41.0,-100.77
57831,2015,8,2015-08-02,NE,0,41.06,-100.77
57832,2015,8,2015-08-02,MI,1,43.73,-83.32
57833,2015,8,2015-08-02,IA,1,41.18,-94.58
57834,2015,8,2015-08-02,IL,1,42.35,-88.1
57835,2015,8,2015-08-03,FL,0,26.65,-80.18
57836,2015,8,2015-08-03,FL,0,26.78,-80.15
57837,2015,8,2015-08-04,VA,0,37.93,-75.72
57838,2015,8,2015-08-06,MN,0,45.37,-95.33
57839,2015,8,2015-08-06,MN,0,45.36,-95.28
57840,2015,8,2015-08-06,MN,0,45.34,-95.13
57841,2015,8,2015-08-06,MN,0,45.34,-95.11
57842,2015,8,2015-08-06,MN,1,44.65,-96.31
57843,2015,8,2015-08-06,MN,0,45.34,-94.83
57844,2015,8,2015-08-06,SD,0,44.37,-96.95
57845,2015,8,2015-08-06,SD,0,44.29,-96.82
57846,2015,8,2015-08-06,AL,0,32.31,-85.08
57847,2015,8,2015-08-06,CA,1,33.56,-116.11
57848,2015,8,2015-08-06,AL,1,31.78,-85.94
57849,2015,8,2015-08-08,FL,0,29.69,-85.29
57850,2015,8,2015-08-08,SD,1,44.37,-103.99
57851,2015,8,2015-08-08,KS,0,38.13,-99.82
57852,2015,8,2015-08-08,NE,1,40.26,-96.01
57853,2015,8,2015-08-09,SD,0,43.81,-98.44
57854,2015,8,2015-08-10,WI,0,43.25,-88.08
57855,2015,8,2015-08-10,PA,0,41.0,-79.91
57856,2015,8,2015-08-13,FL,0,26.8,-80.69
57857,2015,8,2015-08-16,CO,0,40.4,-104.49
57858,2015,8,2015-08-17,CO,0,39.29,-104.53
57859,2015,8,2015-08-17,MS,0,31.59,-89.6
57860,2015,8,2015-08-17,CO,0,39.77,-103.72
57861,2015,8,2015-08-17,CO,1,39.27,-103.5
57862,2015,8,2015-08-17,CO,1,39.27,-103.48
57863,2015,8,2015-08-18,IA,0,41.92,-91.18
57864,2015,8,2015-08-18,IL,0,40.98,-88.72
57865,2015,8,2015-08-18,IL,0,40.8,-88.64
57866,2015,8,2015-08-18,IL,0,40.53,-89.32
57867,2015,8,2015-08-18,IL,0,41.72,-88.11
57868,2015,8,2015-08-18,IL,0,41.8,-88.01
57869,2015,8,2015-08-18,WI,1,42.59,-88.43
57870,2015,8,2015-08-18,WI,1,42.83,-88.27
57871,2015,8,2015-08-18,WI,0,42.98,-88.26
57872,2015,8,2015-08-20,PA,1,40.89,-77.04
57873,2015,8,2015-08-28,KS,0,37.96,-97.24
57874,2015,8,2015-08-29,AZ,0,32.07,-110.78
57875,2015,9,2015-09-08,MI,1,44.38,-84.12
57876,2015,9,2015-09-10,IL,0,40.12,-90.07
57877,2015,9,2015-09-10,KS,1,38.91,-95.97
57878,2015,9,2015-09-12,FL,0,29.98,-82.16
57879,2015,9,2015-09-16,FL,0,26.07,-80.32
57880,2015,9,2015-09-18,IL,1,41.42,-87.86
57881,2015,9,2015-09-18,KS,1,38.64,-94.95
57882,2015,9,2015-09-18,MO,1,38.64,-94.56
57883,2015,9,2015-09-18,MO,0,38.61,-94.36
57884,2015,9,2015-09-22,AZ,0,31.94,-110.18
57885,2015,9,2015-09-23,NE,0,41.21,-97.11
57886,2015,9,2015-09-24,SC,2,32.72,-80.06
57887,2015,9,2015-09-26,TX,0,27.67,-97.63
57888,2015,9,2015-09-26,TX,0,27.75,-98.03
57889,2015,9,2015-09-29,FL,0,26.25,-81.82
57890,2015,9,2015-09-29,MD,0,39.1,-76.84
57891,2015,9,2015-09-29,PA,1,40.05,-76.37
57892,2015,10,2015-10-01,FL,0,27.59,-82.63
57893,2015,10,2015-10-06,AZ,0,33.31,-112.46
57894,2015,10,2015-10-07,NM,0,32.14,-108.42
57895,2015,10,2015-10-17,CA,0,33.7,-117.14
57896,2015,10,2015-10-20,AZ,0,35.65,-109.77
57897,2015,10,2015-10-23,IA,0,42.62,-96.31
57898,2015,10,2015-10-23,IA,0,42.98,-96.02
57899,2015,10,2015-10-23,IA,0,43.03,-95.95
57900,2015,10,2015-10-23,IA,0,43.08,-95.89
57901,2015,10,2015-10-23,IA,0,43.15,-95.84
57902,2015,10,2015-10-23,IA,0,42.89,-95.54
57903,2015,10,2015-10-23,IA,0,41.99,-95.05
57904,2015,10,2015-10-24,TX,0,29.6,-95.36
57905,2015,10,2015-10-25,LA,0,29.96,-90.3
57906,2015,10,2015-10-25,LA,0,29.34,-90.84
57907,2015,10,2015-10-30,TX,0,29.33,-99.29
57908,2015,10,2015-10-30,TX,2,29.13,-98.16
57909,2015,10,2015-10-30,TX,1,26.37,-97.67
57910,2015,10,2015-10-30,TX,0,26.43,-97.61
57911,2015,10,2015-10-30,TX,2,29.62,-97.98
57912,2015,10,2015-10-30,TX,1,29.76,-97.98
57913,2015,10,2015-10-31,TX,1,28.97,-95.44
57914,2015,10,2015-10-31,TX,0,29.04,-95.46
57915,2015,10,2015-10-31,TX,0,29.29,-95.28
57916,2015,10,2015-10-31,TX,0,29.2,-95.38
57917,2015,10,2015-10-31,TX,1,29.47,-95.27
57918,2015,10,2015-10-31,TX,1,29.47,-95.31
57919,2015,10,2015-10-31,TX,0,29.6,-95.13
57920,2015,10,2015-10-31,TX,2,29.51,-95.23
57921,2015,10,2015-10-31,TX,0,29.85,-94.96
57922,2015,10,2015-10-31,TX,2,29.64,-95.11
57923,2015,10,2015-10-31,LA,1,30.89,-93.12
57924,2015,10,2015-10-31,TX,0,29.83,-95.08
57925,2015,10,2015-10-31,LA,1,31.1,-92.76
57926,2015,10,2015-10-31,LA,1,30.5,-90.64
57927,2015,10,2015-10-31,MS,1,31.11,-89.91
57928,2015,10,2015-10-31,MS,0,31.26,-89.71
57929,2015,10,2015-10-31,LA,0,30.57,-90.41
57930,2015,10,2015-10-31,MS,0,31.28,-89.36
57931,2015,10,2015-10-31,MS,1,30.7,-89.47
57932,2015,11,2015-11-01,GA,0,30.99,-84.23
57933,2015,11,2015-11-01,GA,0,31.22,-83.98
57934,2015,11,2015-11-02,FL,1,30.57,-85.55
57935,2015,11,2015-11-02,GA,0,31.6,-84.58
57936,2015,11,2015-11-02,GA,0,31.12,-84.84
57937,2015,11,2015-11-02,GA,1,31.85,-83.09
57938,2015,11,2015-11-02,GA,1,31.94,-82.82
57939,2015,11,2015-11-05,OK,0,35.4,-96.39
57940,2015,11,2015-11-05,TX,0,32.79,-97.33
57941,2015,11,2015-11-05,OK,1,33.82,-94.65
57942,2015,11,2015-11-06,MI,0,43.8,-83.02
57943,2015,11,2015-11-06,MI,1,43.34,-82.76
57944,2015,11,2015-11-06,MI,0,43.15,-82.7
57945,2015,11,2015-11-11,IA,0,40.75,-95.24
57946,2015,11,2015-11-11,IA,1,41.47,-95.39
57947,2015,11,2015-11-11,IA,1,40.72,-94.56
57948,2015,11,2015-11-11,IA,1,40.66,-94.34
57949,2015,11,2015-11-11,MO,0,40.43,-93.58
57950,2015,11,2015-11-11,IA,0,41.89,-95.01
57951,2015,11,2015-11-11,IA,1,40.76,-94.04
57952,2015,11,2015-11-11,IA,0,41.18,-94.06
57953,2015,11,2015-11-11,IA,1,41.31,-94.14
57954,2015,11,2015-11-11,IA,0,41.29,-94.06
57955,2015,11,2015-11-11,IA,0,41.73,-94.42
57956,2015,11,2015-11-11,IA,0,40.64,-93.31
57957,2015,11,2015-11-11,IA,1,41.59,-94.14
57958,2015,11,2015-11-11,IA,2,40.84,-93.09
57959,2015,11,2015-11-11,IA,0,41.52,-93.67
57960,2015,11,2015-11-11,IA,1,41.29,-93.13
57961,2015,11,2015-11-11,IA,0,41.9,-92.86
57962,2015,11,2015-11-11,IA,1,41.32,-92.42
57963,2015,11,2015-11-11,IA,2,41.42,-92.5
57964,2015,11,2015-11-11,MO,1,40.46,-92.09
57965,2015,11,2015-11-11,IA,1,41.6,-90.34
57966,2015,11,2015-11-11,IL,0,41.53,-90.25
57967,2015,11,2015-11-11,IL,1,41.5,-90.17
57968,2015,11,2015-11-15,CA,1,37.53,-120.81
57969,2015,11,2015-11-16,KS,0,37.46,-101.35
57970,2015,11,2015-11-16,KS,0,38.02,-100.66
57971,2015,11,2015-11-16,KS,0,39.0,-100.53
57972,2015,11,2015-11-16,KS,0,39.09,-100.52
57973,2015,11,2015-11-16,KS,1,39.12,-100.47
57974,2015,11,2015-11-16,KS,3,37.09,-100.87
57975,2015,11,2015-11-16,TX,0,35.75,-101.08
57976,2015,11,2015-11-16,TX,0,35.01,-101.3
57977,2015,11,2015-11-16,KS,2,38.29,-100.29
57978,2015,11,2015-11-16,TX,0,35.95,-100.96
57979,2015,11,2015-11-16,TX,0,35.21,-101.13
57980,2015,11,2015-11-16,KS,1,37.36,-100.52
57981,2015,11,2015-11-16,TX,3,35.3,-101.02
57982,2015,11,2015-11-16,KS,1,38.53,-100.0
57983,2015,11,2015-11-16,KS,1,39.58,-100.06
57984,2015,11,2015-11-16,TX,2,35.25,-101.16
57985,2015,11,2015-11-16,TX,0,36.3,-100.76
57986,2015,11,2015-11-16,TX,2,32.66,-102.45
57987,2015,11,2015-11-16,TX,1,36.36,-100.66
57988,2015,11,2015-11-16,KS,2,37.63,-100.23
57989,2015,11,2015-11-16,TX,1,36.44,-100.58
57990,2015,11,2015-11-16,KS,0,38.9,-99.75
57991,2015,11,2015-11-16,TX,3,35.46,-100.97
57992,2015,11,2015-11-16,KS,1,39.84,-99.84
57993,2015,11,2015-11-16,OK,0,36.53,-100.52
57994,2015,11,2015-11-16,TX,1,35.59,-100.83
57995,2015,11,2015-11-16,KS,1,39.92,-99.75
57996,2015,11,2015-11-16,TX,0,35.75,-101.25
57997,2015,11,2015-11-16,TX,0,35.79,-100.62
57998,2015,11,2015-11-16,TX,0,35.43,-101.63
57999,2015,11,2015-11-16,KS,1,37.0,-99.31
58000,2015,11,2015-11-16,KS,1,39.03,-99.99
58001,2015,11,2015-11-16,TX,1,36.03,-100.27
58002,2015,11,2015-11-16,TX,1,36.08,-100.86
58003,2015,11,2015-11-16,KS,1,37.22,-99.12
58004,2015,11,2015-11-16,TX,0,36.32,-100.54
58005,2015,11,2015-11-16,OK,2,36.52,-99.73
58006,2015,11,2015-11-16,OK,1,36.51,-100.28
58007,2015,11,2015-11-16,OK,1,36.95,-99.32
58008,2015,11,2015-11-17,TX,0,32.91,-97.23
58009,2015,11,2015-11-17,TX,1,33.13,-97.06
58010,2015,11,2015-11-17,TX,1,30.6,-96.12
58011,2015,11,2015-11-17,OK,1,35.44,-95.42
58012,2015,11,2015-11-17,MS,1,32.3,-90.58
58013,2015,11,2015-11-17,MS,1,32.37,-89.75
58014,2015,11,2015-11-17,MS,1,32.48,-89.7
58015,2015,11,2015-11-17,MS,1,32.53,-89.62
58016,2015,11,2015-11-18,MS,1,32.68,-89.55
58017,2015,11,2015-11-18,MS,0,32.6,-89.54
58018,2015,11,2015-11-18,MS,1,32.75,-89.47
58019,2015,11,2015-11-18,MS,1,32.84,-89.41
58020,2015,11,2015-11-18,MS,1,32.93,-89.32
58021,2015,11,2015-11-18,MS,1,33.02,-89.27
58022,2015,11,2015-11-18,MS,1,33.09,-89.22
58023,2015,11,2015-11-18,MS,0,34.18,-88.96
58024,2015,11,2015-11-18,MS,0,33.62,-88.42
58025,2015,11,2015-11-18,FL,0,30.63,-86.35
58026,2015,11,2015-11-18,FL,0,30.82,-86.23
58027,2015,11,2015-11-18,GA,1,33.5,-84.72
58028,2015,11,2015-11-18,GA,1,33.56,-84.63
58029,2015,11,2015-11-18,GA,0,33.84,-84.2
58030,2015,11,2015-11-18,FL,0,30.61,-84.68
58031,2015,12,2015-12-10,WA,1,45.77,-122.54
58032,2015,12,2015-12-12,TX,2,32.5,-95.4
58033,2015,12,2015-12-12,TX,2,30.46,-95.5
58034,2015,12,2015-12-12,TX,0,33.04,-95.3
58035,2015,12,2015-12-12,TX,1,33.39,-95.26
58036,2015,12,2015-12-12,TX,1,33.55,-95.23
58037,2015,12,2015-12-12,TX,0,35.37,-100.66
58038,2015,12,2015-12-12,OK,1,33.99,-95.26
58039,2015,12,2015-12-12,OK,2,34.01,-95.14
58040,2015,12,2015-12-21,LA,1,31.04,-92.73
58041,2015,12,2015-12-21,LA,1,31.19,-92.43
58042,2015,12,2015-12-23,SC,0,33.15,-80.03
58043,2015,12,2015-12-23,AR,1,35.43,-92.34
58044,2015,12,2015-12-23,MO,1,36.92,-90.93
58045,2015,12,2015-12-23,MO,1,37.07,-90.77
58046,2015,12,2015-12-23,MO,1,37.19,-90.56
58047,2015,12,2015-12-23,IL,0,37.88,-89.48
58048,2015,12,2015-12-23,IL,1,38.08,-89.3
58049,2015,12,2015-12-23,IL,1,38.35,-88.19
58050,2015,12,2015-12-23,IL,1,38.08,-88.2
58051,2015,12,2015-12-23,IN,1,39.61,-86.16
58052,2015,12,2015-12-23,MS,3,34.0,-90.71
58053,2015,12,2015-12-23,IN,1,40.02,-86.07
58054,2015,12,2015-12-23,AR,2,34.69,-90.77
58055,2015,12,2015-12-23,IN,1,39.45,-85.48
58056,2015,12,2015-12-23,IN,0,37.81,-87.12
58057,2015,12,2015-12-23,IN,0,39.96,-84.88
58058,2015,12,2015-12-23,MS,4,34.6,-89.71
58059,2015,12,2015-12-23,OH,0,39.99,-84.52
58060,2015,12,2015-12-23,IL,1,40.54,-90.78
58061,2015,12,2015-12-23,IL,0,41.32,-90.77
58062,2015,12,2015-12-23,IA,1,42.05,-91.72
58063,2015,12,2015-12-23,TN,1,35.55,-89.07
58064,2015,12,2015-12-23,IA,1,42.61,-91.1
58065,2015,12,2015-12-23,MI,1,42.33,-83.46
58066,2015,12,2015-12-23,MS,1,34.66,-88.69
58067,2015,12,2015-12-23,TN,2,35.55,-87.81
58068,2015,12,2015-12-23,TN,3,35.14,-87.97
58069,2015,12,2015-12-23,AL,2,34.95,-88.07
58070,2015,12,2015-12-23,KY,1,38.72,-84.37
58071,2015,12,2015-12-23,TN,2,36.06,-85.97
58072,2015,12,2015-12-23,WV,0,39.25,-81.6
58073,2015,12,2015-12-24,AL,0,32.03,-85.34
58074,2015,12,2015-12-24,AL,0,31.88,-85.59
58075,2015,12,2015-12-24,GA,0,32.82,-84.13
58076,2015,12,2015-12-24,CA,1,38.7,-121.12
58077,2015,12,2015-12-24,CA,0,37.62,-120.96
58078,2015,12,2015-12-25,TN,1,35.49,-86.41
58079,2015,12,2015-12-25,AL,0,33.11,-87.35
58080,2015,12,2015-12-25,MS,0,32.11,-89.38
58081,2015,12,2015-12-25,AL,2,33.44,-86.91
58082,2015,12,2015-12-26,OK,0,34.94,-96.96
58083,2015,12,2015-12-26,TX,0,31.89,-96.81
58084,2015,12,2015-12-26,TX,0,32.33,-95.99
58085,2015,12,2015-12-26,TX,0,32.9,-95.73
58086,2015,12,2015-12-26,TX,0,32.04,-97.16
58087,2015,12,2015-12-26,TX,0,33.02,-95.63
58088,2015,12,2015-12-26,TX,0,32.33,-97.01
58089,2015,12,2015-12-26,TX,3,32.46,-96.91
58090,2015,12,2015-12-26,TX,4,32.8,-96.59
58091,2015,12,2015-12-26,TX,0,32.39,-96.53
58092,2015,12,2015-12-26,TX,2,33.06,-96.43
58093,2015,12,2015-12-26,TX,1,33.16,-96.4
58094,2015,12,2015-12-26,TX,1,33.27,-96.35
58095,2015,12,2015-12-27,TX,0,33.5,-94.67
58096,2015,12,2015-12-27,TX,1,32.73,-94.99
58097,2015,12,2015-12-27,AR,1,33.64,-92.65
58098,2015,12,2015-12-27,AR,1,33.51,-93.53
58099,2015,12,2015-12-27,AR,1,33.43,-92.55
58100,2015,12,2015-12-27,AR,1,33.48,-93.28
58101,2015,12,2015-12-27,TX,2,32.62,-94.32
58102,2015,12,2015-12-27,AR,1,33.45,-92.17
58103,2015,12,2015-12-27,TX,1,32.9,-94.22
58104,2015,12,2015-12-27,AR,1,33.58,-91.96
58105,2015,12,2015-12-27,LA,1,32.6,-94.02
58106,2015,12,2015-12-27,LA,1,32.61,-93.88
58107,2015,12,2015-12-27,LA,1,32.76,-93.13
58108,2015,12,2015-12-28,LA,1,30.5,-90.83
58109,2015,12,2015-12-28,LA,1,30.08,-90.54
58110,2015,12,2015-12-28,AR,2,34.7,-90.92
58111,2015,12,2015-12-28,MS,1,31.54,-89.53
58112,2015,12,2015-12-28,FL,1,30.76,-87.24
58113,2015,12,2015-12-28,NC,0,34.88,-80.53
59165,2014,1,2014-01-11,GA,0,34.33,-84.53
59166,2014,1,2014-01-11,VA,0,37.02,-76.64
59167,2014,1,2014-01-11,VA,0,36.88,-76.67
59168,2014,1,2014-01-11,VA,0,37.08,-76.3
59169,2014,2,2014-02-20,IL,2,39.52,-90.84
59170,2014,2,2014-02-20,IL,0,39.79,-90.42
59171,2014,2,2014-02-20,IL,0,39.82,-90.42
59172,2014,2,2014-02-20,IL,0,39.57,-89.63
59173,2014,2,2014-02-20,IL,1,38.76,-89.62
59174,2014,2,2014-02-20,IL,2,39.26,-89.23
59175,2014,2,2014-02-20,IL,1,39.02,-89.0
59176,2014,2,2014-02-20,MO,1,36.19,-89.88
59177,2014,2,2014-02-20,IL,1,37.7,-89.37
59178,2014,2,2014-02-20,IL,0,39.52,-88.81
59179,2014,2,2014-02-20,MO,1,36.23,-89.8
59180,2014,2,2014-02-20,IL,1,39.18,-88.72
59181,2014,2,2014-02-20,IL,0,39.78,-87.74
59182,2014,2,2014-02-20,IN,0,40.0,-86.87
59183,2014,2,2014-02-20,KY,0,37.48,-87.9
59184,2014,2,2014-02-20,MS,0,31.07,-90.0
59185,2014,2,2014-02-20,KY,0,37.1,-87.75
59186,2014,2,2014-02-20,MS,0,31.25,-89.77
59187,2014,2,2014-02-20,IN,0,39.66,-85.57
59188,2014,2,2014-02-20,LA,1,30.69,-92.39
59189,2014,2,2014-02-20,AL,1,34.69,-87.26
59190,2014,2,2014-02-20,AL,1,34.79,-87.31
59191,2014,2,2014-02-20,AL,1,34.9,-87.28
59192,2014,2,2014-02-20,AL,1,34.88,-87.07
59193,2014,2,2014-02-20,IN,1,39.18,-85.29
59194,2014,2,2014-02-20,MS,1,31.45,-89.37
59195,2014,2,2014-02-20,MS,0,31.61,-89.25
59196,2014,2,2014-02-20,TN,1,35.19,-86.33
59197,2014,2,2014-02-20,OH,0,39.89,-84.41
59198,2014,2,2014-02-20,TN,1,35.18,-86.2
59199,2014,2,2014-02-20,TN,1,35.29,-85.99
59200,2014,2,2014-02-20,TN,1,35.33,-85.93
59201,2014,2,2014-02-20,OH,0,40.3,-82.97
59202,2014,2,2014-02-21,AL,2,34.49,-85.68
59203,2014,2,2014-02-21,AL,0,33.65,-86.47
59204,2014,2,2014-02-21,GA,2,32.57,-82.98
59205,2014,2,2014-02-21,GA,0,31.43,-83.58
59206,2014,2,2014-02-21,NC,0,34.67,-79.29
59207,2014,2,2014-02-21,MD,0,38.24,-76.68
59208,2014,2,2014-02-21,NC,0,34.8,-78.98
59209,2014,2,2014-02-21,NC,1,35.28,-78.26
59210,2014,2,2014-02-28,CA,0,38.63,-121.71
59211,2014,3,2014-03-01,AZ,0,33.42,-111.85
59212,2014,3,2014-03-06,FL,0,27.86,-82.85
59213,2014,3,2014-03-06,FL,0,27.98,-82.6
59214,2014,3,2014-03-06,FL,0,26.58,-80.71
59215,2014,3,2014-03-25,CA,0,39.71,-121.67
59216,2014,3,2014-03-26,CA,0,38.81,-121.53
59217,2014,3,2014-03-26,CA,1,39.59,-122.09
59218,2014,3,2014-03-26,CA,1,39.57,-122.1
59219,2014,3,2014-03-26,CA,1,39.58,-122.14
59220,2014,3,2014-03-26,CA,0,38.76,-121.42
59221,2014,3,2014-03-27,MO,1,39.91,-94.2
59222,2014,3,2014-03-27,MO,2,40.03,-94.0
59223,2014,3,2014-03-27,IA,0,40.99,-93.77
59224,2014,3,2014-03-27,MO,0,40.1,-93.66
59225,2014,3,2014-03-28,LA,1,31.42,-92.42
59226,2014,3,2014-03-29,FL,0,28.39,-81.13
59227,2014,3,2014-03-29,NC,0,35.59,-78.69
59228,2014,3,2014-03-29,NC,0,35.65,-78.63
59229,2014,3,2014-03-29,CA,0,39.84,-121.97
59230,2014,3,2014-03-31,MN,0,44.55,-95.99
59231,2014,4,2014-04-02,KS,0,37.0,-98.37
59232,2014,4,2014-04-02,KS,0,37.26,-95.97
59233,2014,4,2014-04-03,MO,1,38.67,-90.36
59234,2014,4,2014-04-03,IL,1,38.11,-88.23
59235,2014,4,2014-04-03,TX,0,33.19,-96.52
59236,2014,4,2014-04-03,MO,0,36.75,-90.58
59237,2014,4,2014-04-03,TX,1,33.2,-96.25
59238,2014,4,2014-04-03,IL,0,37.47,-89.31
59239,2014,4,2014-04-03,IL,0,37.51,-89.17
59240,2014,4,2014-04-03,MO,1,36.8,-90.21
59241,2014,4,2014-04-03,IL,0,37.54,-89.09
59242,2014,4,2014-04-03,MO,1,36.8,-90.2
59243,2014,4,2014-04-03,TX,0,33.27,-95.59
59244,2014,4,2014-04-03,IL,1,37.62,-88.89
59245,2014,4,2014-04-03,MO,2,36.68,-90.87
59246,2014,4,2014-04-04,LA,1,30.4,-93.18
59247,2014,4,2014-04-04,LA,0,30.37,-92.5
59248,2014,4,2014-04-06,MS,1,32.8,-89.01
59249,2014,4,2014-04-07,MS,2,31.67,-89.66
59250,2014,4,2014-04-07,GA,1,31.54,-83.27
59251,2014,4,2014-04-07,NC,2,35.57,-76.66
59252,2014,4,2014-04-07,NC,1,35.6,-76.54
59253,2014,4,2014-04-07,FL,0,30.39,-84.14
59254,2014,4,2014-04-07,GA,0,33.3,-84.39
59255,2014,4,2014-04-13,TX,0,33.02,-94.97
59256,2014,4,2014-04-13,TX,1,31.13,-95.45
59257,2014,4,2014-04-13,IA,0,41.49,-91.44
59258,2014,4,2014-04-13,OK,0,34.59,-97.71
59259,2014,4,2014-04-13,OK,0,34.58,-97.66
59260,2014,4,2014-04-13,AR,1,35.37,-94.04
59261,2014,4,2014-04-20,KS,0,39.4,-100.94
59262,2014,4,2014-04-20,TX,0,34.51,-100.07
59263,2014,4,2014-04-20,KS,0,39.61,-101.15
59264,2014,4,2014-04-24,NC,1,36.2,-77.95
59265,2014,4,2014-04-24,IL,1,37.73,-89.34
59266,2014,4,2014-04-25,NC,0,35.48,-77.78
59267,2014,4,2014-04-25,NC,1,35.53,-77.74
59268,2014,4,2014-04-25,NC,0,35.6,-77.46
59269,2014,4,2014-04-25,NC,2,36.05,-76.74
59270,2014,4,2014-04-25,NC,2,36.06,-76.7
59271,2014,4,2014-04-25,NC,2,35.47,-77.26
59272,2014,4,2014-04-25,NC,3,35.51,-77.12
59273,2014,4,2014-04-25,NC,1,36.2,-76.28
59274,2014,4,2014-04-25,NC,0,36.34,-76.24
59275,2014,4,2014-04-25,NC,0,36.2,-75.87
59276,2014,4,2014-04-27,MO,0,38.99,-93.97
59277,2014,4,2014-04-27,NE,0,40.34,-98.89
59278,2014,4,2014-04-27,IA,1,41.13,-92.31
59279,2014,4,2014-04-27,NE,0,40.95,-97.71
59280,2014,4,2014-04-27,IA,0,41.96,-91.38
59281,2014,4,2014-04-27,NE,0,41.2,-97.71
59282,2014,4,2014-04-27,OK,2,36.91,-94.82
59283,2014,4,2014-04-27,OK,1,34.55,-94.71
59284,2014,4,2014-04-27,KS,2,37.93,-94.71
59285,2014,4,2014-04-27,KS,2,38.04,-94.64
59286,2014,4,2014-04-27,MO,0,37.73,-94.4
59287,2014,4,2014-04-27,AR,4,34.78,-92.65
59288,2014,4,2014-04-27,WA,0,46.86,-122.26
59289,2014,4,2014-04-27,AR,2,35.25,-91.92
59290,2014,4,2014-04-27,AR,0,35.42,-91.67
59291,2014,4,2014-04-27,AR,1,35.46,-91.64
59292,2014,4,2014-04-27,AR,1,35.54,-91.55
59293,2014,4,2014-04-27,MO,0,36.91,-92.81
59294,2014,4,2014-04-28,LA,2,32.89,-93.88
59295,2014,4,2014-04-28,TN,0,35.36,-89.75
59296,2014,4,2014-04-28,TN,1,35.88,-85.29
59297,2014,4,2014-04-28,MS,0,32.75,-90.61
59298,2014,4,2014-04-28,MS,3,34.23,-88.82
59299,2014,4,2014-04-28,MS,1,33.4,-89.66
59300,2014,4,2014-04-28,MS,4,32.88,-89.43
59301,2014,4,2014-04-28,AL,1,34.52,-87.75
59302,2014,4,2014-04-28,AL,3,34.78,-87.23
59303,2014,4,2014-04-28,MS,1,32.28,-90.87
59304,2014,4,2014-04-28,TN,2,36.43,-89.14
59305,2014,4,2014-04-28,MS,1,33.23,-88.79
59306,2014,4,2014-04-28,MS,1,32.36,-90.6
59307,2014,4,2014-04-28,AL,0,34.19,-88.0
59308,2014,4,2014-04-28,MS,1,33.3,-88.63
59309,2014,4,2014-04-28,KY,0,36.65,-88.87
59310,2014,4,2014-04-28,MS,1,32.12,-90.64
59311,2014,4,2014-04-28,AL,1,34.95,-86.65
59312,2014,4,2014-04-28,MS,2,33.37,-88.54
59313,2014,4,2014-04-28,MS,1,32.51,-90.19
59314,2014,4,2014-04-28,GA,2,33.12,-85.06
59315,2014,4,2014-04-28,MS,1,33.49,-88.39
59316,2014,4,2014-04-28,TN,2,35.02,-86.49
59317,2014,4,2014-04-28,MS,0,32.59,-90.1
59318,2014,4,2014-04-28,MS,1,33.53,-88.3
59319,2014,4,2014-04-28,MS,3,32.23,-90.22
59320,2014,4,2014-04-28,MS,2,33.44,-88.41
59321,2014,4,2014-04-28,MS,1,32.67,-89.42
59322,2014,4,2014-04-28,AL,1,33.89,-87.71
59323,2014,4,2014-04-28,MS,3,32.37,-89.46
59324,2014,4,2014-04-28,MS,1,32.38,-89.28
59325,2014,4,2014-04-28,TN,3,35.01,-86.55
59326,2014,4,2014-04-28,MS,2,32.41,-89.11
59327,2014,4,2014-04-28,AL,1,34.79,-85.66
59328,2014,4,2014-04-28,MS,1,32.43,-88.94
59329,2014,4,2014-04-28,AL,1,33.83,-87.19
59330,2014,4,2014-04-28,AL,1,32.42,-88.27
59331,2014,4,2014-04-28,AL,3,34.1,-86.76
59332,2014,4,2014-04-28,MS,3,31.74,-89.09
59333,2014,4,2014-04-28,AL,1,33.06,-87.63
59334,2014,4,2014-04-28,AL,1,33.75,-86.83
59335,2014,4,2014-04-28,GA,1,34.95,-84.87
